A000062,A000161,A000186,B000201,B000223,B000254,B000384,B000436,B000593,B000813,S015,B001208,B001209,S017,C000120,C000154,C000220,C000388,C000444,C000758,C000802,C001006,D000360,D000390,D000409,D000456,E000018,E000112,E000211,F000013,F000245,F000401,G000320,G000465,G000508,H000237,H000291,H000297,H000385,H000559,H000598,H000720,H000875,S051,J000013,J000064,J000195,J000267,J000269,S055,K000114,K000335,L000122,L000415,L000428,M000053,M000113,M000311,M000332,M000445,M000452,M000486,M000582,M000671,M000730,M000851,M000859,M000876,M001014,M001022,M001033,M001078,M001092,M001121,N000033,N000052,P000100,P000166,S078,P000552,P000553,R000046,R000191,R000317,R000525,R000536,S000021,S000174,S000434,S000505,S000590,S000701,S000852,S001136,T000035,S096,T000322,T000445,W000502,W000518,Y000006,Y000047,Y000053,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,1966-06-07,0,,unknown,hr7371,None,House Financial Services,An Act to amend the Bank Holding Company Act of 1956,unknown
Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Yea,,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,1966-06-07,0,,unknown,hr7371,None,House Financial Services,An Act to amend the Bank Holding Company Act of 1956,unknown
Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Nay,1966-06-08,0,,unknown,s985,None,,"An Act to regulate interstate and foreign commerce by preventing the use of unfair or deceptive methods of pacltaging or labeling of certain consumer commodities distributed in such commerce, and for other purposes",unknown
Yea,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Yea,,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,1966-06-09,0,,unknown,hr15151,None,House Agriculture,An Act to permit the planting of alternate crops on acreage which is unplanted because of a natural disaster,unknown
Nay,Not Voting,Not Voting,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Yea,1966-06-09,0,,unknown,s985,None,,"An Act to regulate interstate and foreign commerce by preventing the use of unfair or deceptive methods of pacltaging or labeling of certain consumer commodities distributed in such commerce, and for other purposes",unknown
Yea,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,1966-06-09,0,,unknown,s985,None,,"An Act to regulate interstate and foreign commerce by preventing the use of unfair or deceptive methods of pacltaging or labeling of certain consumer commodities distributed in such commerce, and for other purposes",unknown
Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,1966-06-09,0,,unknown,s985,None,,"An Act to regulate interstate and foreign commerce by preventing the use of unfair or deceptive methods of pacltaging or labeling of certain consumer commodities distributed in such commerce, and for other purposes",unknown
Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,1966-06-09,0,,unknown,s985,None,,"An Act to regulate interstate and foreign commerce by preventing the use of unfair or deceptive methods of pacltaging or labeling of certain consumer commodities distributed in such commerce, and for other purposes",unknown
Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,1966-06-15,0,,unknown,hr12322,None,House Agriculture,"An Act to enable cotton growers to establish, finance and carry out a coordinated program of research and promotion to improve the competitive position of, and, to expand markets for cotton",unknown
Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Yea,1966-06-16,0,,unknown,hr15202,None,House Ways and Means,"An Act to provide for the period ending on July 1, 1966, and ending on June 30, 1967, a temporary increase in the public debt limit set forth in section 21 of the Second Liberty Bond Act",unknown
Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Yea,1966-06-16,0,,unknown,hr15202,None,House Ways and Means,"An Act to provide for the period ending on July 1, 1966, and ending on June 30, 1967, a temporary increase in the public debt limit set forth in section 21 of the Second Liberty Bond Act",unknown
Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-06-21,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-06-21,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-06-21,0,,unknown,,,,,unknown
Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-06-21,0,,unknown,,,,,unknown
Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Nay,,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,1966-06-21,0,,unknown,hr3438,None,House Judiciary,An Act to amend the Bankruptcy Act with respect to limiting the priority and non-dischargeability of taxes in bankruptcy,unknown
Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,1966-06-21,0,,unknown,hr3438,None,House Judiciary,An Act to amend the Bankruptcy Act with respect to limiting the priority and non-dischargeability of taxes in bankruptcy,unknown
Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,1966-06-22,0,,unknown,hr13881,None,House Agriculture,"An Act to authorize the Secretary of Agriculture to regulate the transportation, sale, and handling of dogs, cats, and other animals intended to be used for purposes of research or experimentation, and for other purposes",unknown
Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,1966-06-22,0,,unknown,hr1582,None,House Merchant Marine and Fisheries,An Act to provide for the conveyance of certain real property to the State of California,unknown
Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,1966-06-23,0,,unknown,hr8989,None,House Education and Labor,"An Act to promote health and safety in metal and nonmetallic mineral industries, and for other purposes",unknown
Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,1966-06-23,0,,unknown,hr8989,None,House Education and Labor,"An Act to promote health and safety in metal and nonmetallic mineral industries, and for other purposes",unknown
Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,1966-06-23,0,,unknown,hr8989,None,House Education and Labor,"An Act to promote health and safety in metal and nonmetallic mineral industries, and for other purposes",unknown
Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,1966-06-23,0,,unknown,hr8989,None,House Education and Labor,"An Act to promote health and safety in metal and nonmetallic mineral industries, and for other purposes",unknown
Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,1966-06-23,0,,unknown,hr8989,None,House Education and Labor,"An Act to promote health and safety in metal and nonmetallic mineral industries, and for other purposes",unknown
Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,1966-06-24,0,,unknown,s3005,None,"Senate Commerce, Science, and Transportation","An Act to provide for a coordinated national safety program and establishment of safety standards for motor vehicles in interstate commerce to reduce traffic accidents and the deaths, injuries, and property damage which occur in such accidents.",unknown
Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,,Yea,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,1966-06-24,0,,unknown,s3005,None,"Senate Commerce, Science, and Transportation","An Act to provide for a coordinated national safety program and establishment of safety standards for motor vehicles in interstate commerce to reduce traffic accidents and the deaths, injuries, and property damage which occur in such accidents.",unknown
