A000062,A000161,A000186,B000201,B000223,B000254,B000384,B000436,B000593,B000813,B001077,B001208,B001209,B001210,C000120,C000154,C000220,C000388,C000444,C000758,C000802,C001006,D000360,D000390,D000409,D000456,E000018,E000112,E000211,F000013,F000245,F000401,G000320,G000465,G000508,H000237,H000291,H000297,H000385,H000559,H000598,H000720,H000875,I000025,J000013,J000064,J000195,J000267,J000269,K000105,K000114,K000335,L000122,L000415,L000428,M000053,M000113,M000311,M000332,M000445,M000452,M000486,M000582,M000671,M000730,M000851,M000859,M000876,M001014,M001022,M001033,M001078,M001092,M001121,N000033,N000052,P000100,P000166,P000193,P000552,P000553,R000046,R000191,R000317,R000525,R000536,S000021,S000174,S000434,S000505,S000590,S000701,S000852,S001136,T000035,T000254,T000322,T000445,W000502,W000518,Y000006,Y000047,Y000053,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,1966-01-26,0,,unknown,hr77,,,,
Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,1966-02-02,0,,unknown,hr77,,,,
Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,1966-02-08,0,,unknown,hr77,,,,
Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,1966-02-10,0,,unknown,hr77,,,,
Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-02-10,0,,unknown,s9,None,nan,An Act to provide readjustment assistance to veterans who serve in the Armed Forces during the induction period,nan
Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,1966-03-01,0,,unknown,s2791,,,,
Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-03-01,0,,unknown,s2791,,,,
Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-03-01,0,,unknown,s2791,,,,
Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Present,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,1966-03-08,0,,unknown,hr12752,None,House Ways and Means,"An Act to provide for graduated withholding of income tax, from wages, to require declarations of estimated tax with respect to self-employment income, to accelerate current payments of estimated income tax by corporations, to postpone certain excise tax rate seductions, and for other purposes",nan
Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,1966-03-08,0,,unknown,hr12752,None,House Ways and Means,"An Act to provide for graduated withholding of income tax, from wages, to require declarations of estimated tax with respect to self-employment income, to accelerate current payments of estimated income tax by corporations, to postpone certain excise tax rate seductions, and for other purposes",nan
Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,1966-03-08,0,,unknown,hr12752,None,House Ways and Means,"An Act to provide for graduated withholding of income tax, from wages, to require declarations of estimated tax with respect to self-employment income, to accelerate current payments of estimated income tax by corporations, to postpone certain excise tax rate seductions, and for other purposes",nan
Yea,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Yea,,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,1966-03-08,0,,unknown,hr12752,None,House Ways and Means,"An Act to provide for graduated withholding of income tax, from wages, to require declarations of estimated tax with respect to self-employment income, to accelerate current payments of estimated income tax by corporations, to postpone certain excise tax rate seductions, and for other purposes",nan
Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Yea,Yea,1966-03-09,0,,unknown,hr12752,None,House Ways and Means,"An Act to provide for graduated withholding of income tax, from wages, to require declarations of estimated tax with respect to self-employment income, to accelerate current payments of estimated income tax by corporations, to postpone certain excise tax rate seductions, and for other purposes",nan
Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Yea,1966-03-09,0,,unknown,hr12752,None,House Ways and Means,"An Act to provide for graduated withholding of income tax, from wages, to require declarations of estimated tax with respect to self-employment income, to accelerate current payments of estimated income tax by corporations, to postpone certain excise tax rate seductions, and for other purposes",nan
Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-03-09,0,,unknown,hr12752,None,House Ways and Means,"An Act to provide for graduated withholding of income tax, from wages, to require declarations of estimated tax with respect to self-employment income, to accelerate current payments of estimated income tax by corporations, to postpone certain excise tax rate seductions, and for other purposes",nan
Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,1966-03-10,0,,unknown,hr12169,None,House International Relations,"An Act to amend further the Foreign Assistance Act of 1961, as amended, and for other purposes",nan
Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,1966-03-10,0,,unknown,hr12169,None,House International Relations,"An Act to amend further the Foreign Assistance Act of 1961, as amended, and for other purposes",nan
Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,1966-03-14,0,,unknown,s2614,None,nan,An Act to provide for United States participation in the 1967 statewide celebration of the centennial of the Alaska Purchase,nan
Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,1966-03-14,0,,unknown,s2614,None,nan,An Act to provide for United States participation in the 1967 statewide celebration of the centennial of the Alaska Purchase,nan
Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,1966-03-15,0,,unknown,hr12752,None,House Ways and Means,"An Act to provide for graduated withholding of income tax, from wages, to require declarations of estimated tax with respect to self-employment income, to accelerate current payments of estimated income tax by corporations, to postpone certain excise tax rate seductions, and for other purposes",nan
Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Nay,,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Yea,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,1966-03-15,0,,unknown,s2499,,,,
Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,1966-03-22,0,,unknown,hr13546,None,House Appropriations,"An Act making supplemental appropriations for the fiscal year ending June 30, 1966, and for other purposes",nan
Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,1966-03-29,0,,unknown,s2669,,,,
Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Nay,Yea,,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,1966-04-06,0,,unknown,sres220,,,,
Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Nay,1966-04-20,0,,unknown,sjres103,,,,
Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,1966-04-20,0,,unknown,sres224,,,,
Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Not Voting,,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Not Voting,,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,1966-04-25,0,,unknown,s2934,,,,
