A000062,A000161,A000186,B000145,B000176,B000271,B000356,B000384,B000436,B000820,B000823,B001167,B001180,B001208,C000128,C000154,C000220,C000221,C000338,C000506,C000802,C001006,D000036,D000360,D000456,D000516,D000585,E000018,E000112,E000211,F000190,F000356,F000401,G000131,G000267,G000320,G000418,H000385,H000502,H000559,H000598,H000720,H000875,H000953,H000963,I000050,J000013,J000093,J000160,J000195,K000044,K000107,K000144,K000176,K000292,K000335,L000025,L000070,L000224,L000428,M000053,M000086,M000113,M000177,M000199,M000315,M000332,M000582,M000771,M000859,M001014,M001078,M001108,N000023,N000053,O000088,P000100,P000150,P000460,P000575,R000317,R000536,S000021,S000138,S000187,S000505,S000553,S000590,S000701,S000852,S001136,T000254,T000259,W000190,W000269,W000465,W000518,W000666,Y000047,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Nay,Not Voting,Nay,,Nay,Nay,Not Voting,Nay,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Present,Present,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Present,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,,Nay,Nay,,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Present,Yea,Nay,Yea,,Yea,1955-06-02,0,,Rejected,s2090,None,Senate Foreign Relations,"An Act to amend the Mutual Security Act of 1954, and for other purposes.",nan
Yea,Not Voting,Nay,,Yea,Yea,Not Voting,Yea,Nay,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Present,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Present,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,,Yea,Yea,,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Present,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Yea,Present,Yea,Yea,Yea,,Yea,1955-06-02,0,,Rejected,s2090,None,Senate Foreign Relations,"An Act to amend the Mutual Security Act of 1954, and for other purposes.",nan
Yea,Not Voting,Yea,,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Present,Yea,Yea,Not Voting,Present,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Present,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,,Yea,Yea,,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Nay,Yea,Nay,,Nay,1955-06-02,0,,Passed,s2090,None,Senate Foreign Relations,"An Act to amend the Mutual Security Act of 1954, and for other purposes.",nan
Nay,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Yea,,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Present,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,1955-06-07,0,,Rejected,s2126,None,"Senate Banking, Housing, and Urban Affairs","An Act to extend and clarify laws relating to the provision and improvement of housing, the elimination and prevention of slums, the conservation and development of urban communities, the financing of vitally needed public, works, and for other purposes.",nan
Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Yea,Nay,Nay,Yea,Nay,,Not Voting,1955-06-07,0,,Passed,s2126,None,"Senate Banking, Housing, and Urban Affairs","An Act to extend and clarify laws relating to the provision and improvement of housing, the elimination and prevention of slums, the conservation and development of urban communities, the financing of vitally needed public, works, and for other purposes.",nan
Nay,Present,Present,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Present,Present,Not Voting,Yea,Present,Nay,Yea,Yea,Present,Yea,Nay,Not Voting,Nay,Present,Present,Present,Nay,Yea,Yea,Nay,Present,Nay,Yea,Yea,Nay,,Nay,Nay,Nay,Yea,Yea,Present,Not Voting,Yea,,Yea,Yea,,Yea,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Nay,,Yea,Yea,Nay,Yea,Nay,,Yea,1955-06-16,0,,Adopted,hr6367,None,House Appropriations,"An Act making appropriations for the Department of Commerce and related agencies for the fiscal year ending June 30, 1956, and for other purposes",nan
Nay,Present,Present,,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Present,Present,Nay,Yea,Nay,Yea,Present,Present,Not Voting,Yea,Present,Nay,Yea,Nay,Present,Yea,Yea,Present,Nay,Present,Present,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Not Voting,Yea,Nay,Yea,Yea,Present,Not Voting,Nay,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Present,Nay,Present,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Yea,Nay,Present,Yea,Yea,Yea,Nay,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,,Nay,1955-06-16,0,,Adopted,hr6367,None,House Appropriations,"An Act making appropriations for the Department of Commerce and related agencies for the fiscal year ending June 30, 1956, and for other purposes",nan
Yea,Not Voting,Not Voting,,Yea,Not Voting,Yea,Yea,Yea,Yea,Present,Not Voting,Not Voting,Not Voting,Present,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Present,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,,Yea,Yea,,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Present,Yea,Not Voting,Present,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Present,Yea,Yea,,Yea,1955-06-17,0,,Ratified,,,,,
Nay,Nay,Not Voting,,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Not Voting,,Nay,Not Voting,Present,Yea,Yea,Yea,Yea,Not Voting,,Nay,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Nay,Yea,Nay,,Not Voting,1955-06-20,0,,Passed,hr6042,None,House Appropriations,"An Act making appropriations for the Department of Defense for the fiscal year ending June 30, 1956, and for other purposes",nan
Nay,Yea,Present,,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Present,Present,Yea,Nay,Present,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Present,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,,Yea,Not Voting,Present,Nay,Nay,Nay,Nay,Not Voting,,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Present,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,,Yea,1955-06-20,0,,Rejected,hr6042,None,House Appropriations,"An Act making appropriations for the Department of Defense for the fiscal year ending June 30, 1956, and for other purposes",nan
Yea,Yea,Present,,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Not Voting,Present,Yea,Yea,Yea,Yea,Not Voting,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,1955-06-20,0,,Passed,hr6042,None,House Appropriations,"An Act making appropriations for the Department of Defense for the fiscal year ending June 30, 1956, and for other purposes",nan
Not Voting,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Present,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Present,Nay,,Nay,1955-06-22,0,,Rejected,sres116,,,,
Present,Yea,Yea,,Yea,Present,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Present,Yea,Yea,Present,Nay,Present,Yea,Yea,Present,Yea,Present,Yea,Yea,Present,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,,Yea,Nay,Yea,Yea,Nay,Present,Not Voting,Nay,,Yea,Yea,,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Present,Nay,Nay,Nay,Nay,Yea,Present,Present,Yea,Present,Yea,Yea,Nay,Present,Not Voting,Yea,Nay,Yea,Present,,Yea,Yea,Yea,Present,Yea,,Yea,1955-06-23,0,,Passed,s256,,,,
Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,,Yea,Yea,,Present,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,,Yea,Yea,Present,Present,Yea,,Yea,1955-06-28,0,,Rejected,hr6795,None,nan,"An Act to authorize appropriations for the Atomic Energy Commission for acquisition or condemnation of real property or any facilities, or for plant or facility acquisition, construction, or expansion, and for other purposes",nan
Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Present,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Present,Present,Present,Present,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,,Yea,Yea,Present,Yea,Nay,Not Voting,Not Voting,Yea,,Yea,Yea,,Present,Yea,Nay,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Present,Nay,Yea,,Yea,Yea,Present,Present,Not Voting,,Nay,1955-06-29,0,,Passed,s669,,,,
Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,Yea,Present,Not Voting,Yea,Yea,Not Voting,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Present,Present,Yea,,Yea,1955-07-06,0,,unknown,,,,,
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Present,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Present,Yea,,Yea,1955-07-14,0,,Adopted,sres127,,,,
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Present,Yea,,Yea,1955-07-14,0,,Adopted,hconres149,None,nan,Support of Other Peoples to Achieve Independence,nan
Nay,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Present,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,,Nay,Nay,,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Present,Nay,,Yea,1955-07-14,0,,Rejected,hr7000,None,House Armed Services,"An Act to provide for strengthening of the Reserve Forces, and for other purposes",nan
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Present,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Present,Not Voting,Yea,Not Voting,Not Voting,Yea,,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,,Yea,1955-07-14,0,,unknown,hr7000,None,House Armed Services,"An Act to provide for strengthening of the Reserve Forces, and for other purposes",nan
Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,,Yea,Yea,,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Present,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Yea,Yea,Nay,,Yea,1955-07-19,0,,Agreed To,s2391,None,"Senate Banking, Housing, and Urban Affairs","An Act to amend the Defense Production Act of 1950, as amended, and for other purposes",nan
Yea,Yea,Nay,,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Nay,,Yea,Yea,,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Present,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,,Nay,1955-07-22,0,,Adopted,hr7224,None,House Appropriations,"An Act making appropriations for mutual security for the fiscal year ending June 30, 1956, and for other purposes",nan
Nay,Nay,Nay,,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Yea,,Nay,Nay,,Nay,Nay,Yea,Not Voting,Present,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,,Nay,1955-07-22,0,,Rejected,hr7224,None,House Appropriations,"An Act making appropriations for mutual security for the fiscal year ending June 30, 1956, and for other purposes",nan
Nay,Nay,Nay,,Yea,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Yea,,Nay,Nay,,Yea,Nay,Yea,Not Voting,Present,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,,Nay,1955-07-22,0,,Rejected,hr7224,None,House Appropriations,"An Act making appropriations for mutual security for the fiscal year ending June 30, 1956, and for other purposes",nan
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,,Yea,Not Voting,Yea,Not Voting,Yea,Present,Nay,Yea,,Yea,Yea,,Yea,Nay,Yea,Not Voting,Present,Nay,Present,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,,Yea,Yea,Yea,Nay,Yea,,Yea,1955-07-22,0,,Adopted,hr7224,None,House Appropriations,"An Act making appropriations for mutual security for the fiscal year ending June 30, 1956, and for other purposes",nan
Yea,Yea,Nay,,Nay,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Nay,,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,,Yea,Yea,,Nay,Yea,Nay,Not Voting,Present,Nay,Present,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Yea,Nay,,Nay,1955-07-22,0,,Adopted,hr7224,None,House Appropriations,"An Act making appropriations for mutual security for the fiscal year ending June 30, 1956, and for other purposes",nan
Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Not Voting,Present,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,,Yea,Yea,,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,,Nay,1955-07-22,0,,Passed,hr7224,None,House Appropriations,"An Act making appropriations for mutual security for the fiscal year ending June 30, 1956, and for other purposes",nan
Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Present,Not Voting,Yea,Yea,Not Voting,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,,Yea,1955-07-27,0,,Ratified,,,,,
Nay,Yea,Nay,,Present,Nay,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Nay,Nay,Present,Not Voting,Nay,Nay,Nay,Nay,,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,,Nay,Yea,Nay,Nay,Nay,,Nay,1955-07-28,0,,Rejected,hr4744,None,House Energy and Commerce,"An Act to amend the Railroad Retirement Act of 1937, as amended, and the Railroad Unemployment Insurance Act",nan
