A000062,A000127,A000161,A000186,B000063,B000254,B000351,B000384,B000436,B000593,B000871,B001077,B001209,B001210,C000120,C000220,C000388,C000721,C000758,C000802,C000877,C001006,D000360,D000390,D000401,D000409,E000004,E000018,E000112,E000211,F000013,F000245,F000401,G000267,G000282,G000320,G000388,G000465,G000531,H000170,H000237,H000291,H000297,H000343,H000720,H000725,H000875,H000922,I000025,J000013,J000064,J000267,J000269,K000105,L000428,M000053,M000113,M000241,M000311,M000332,M000445,M000452,M000486,M000671,M000730,M000851,M000876,M001033,M001078,M001092,M001121,N000033,P000009,P000100,P000166,P000193,P000222,P000552,P000553,R000046,R000191,R000536,S000096,S000159,S000174,S000590,S000602,S000701,S000739,S000852,S000888,S000890,S001136,T000035,T000254,T000322,T000445,W000502,W000518,Y000006,Y000047,Y000053,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,1970-10-02,0,,unknown,s4418,,,,
Not Voting,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Nay,,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,1970-10-05,0,,unknown,,,,,
Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Yea,Nay,,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,,Not Voting,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Nay,Yea,,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Yea,,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Yea,,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,1970-10-06,0,,unknown,hr17654,None,House Rules,"An Act to improve the operation of the legislative branch of the Federal Government, and for other purposes",nan
Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,1970-10-07,0,,unknown,hr18583,None,House Energy and Commerce,"An Act to amend the Public Health Service Act and other laws to provide increased research, into, and prevention of, drug abuse and drug dependence; to provide for treatment and rehabilitation of drug abusers and drug dependent persons; and to strengthen existing law enforcement authority in the field of drug abuse",nan
Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Nay,,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,1970-10-07,0,,unknown,hr18583,None,House Energy and Commerce,"An Act to amend the Public Health Service Act and other laws to provide increased research, into, and prevention of, drug abuse and drug dependence; to provide for treatment and rehabilitation of drug abusers and drug dependent persons; and to strengthen existing law enforcement authority in the field of drug abuse",nan
Not Voting,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,1970-10-07,0,,unknown,hr18776,None,House Resources,"An Act to establish in the State of Michigan the Sleeping Bear Dunes National Lakeshore, and for other purposes",nan
Not Voting,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,1970-10-07,0,,unknown,hr18583,None,House Energy and Commerce,"An Act to amend the Public Health Service Act and other laws to provide increased research, into, and prevention of, drug abuse and drug dependence; to provide for treatment and rehabilitation of drug abusers and drug dependent persons; and to strengthen existing law enforcement authority in the field of drug abuse",nan
Not Voting,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Yea,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,1970-10-07,0,,unknown,hr18583,None,House Energy and Commerce,"An Act to amend the Public Health Service Act and other laws to provide increased research, into, and prevention of, drug abuse and drug dependence; to provide for treatment and rehabilitation of drug abusers and drug dependent persons; and to strengthen existing law enforcement authority in the field of drug abuse",nan
Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,1970-10-07,0,,unknown,hr18583,None,House Energy and Commerce,"An Act to amend the Public Health Service Act and other laws to provide increased research, into, and prevention of, drug abuse and drug dependence; to provide for treatment and rehabilitation of drug abusers and drug dependent persons; and to strengthen existing law enforcement authority in the field of drug abuse",nan
Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Nay,,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,1970-10-08,0,,unknown,s3650,,,,
Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,1970-10-08,0,,unknown,s3650,,,,
Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,1970-10-08,0,,unknown,hr17825,None,House Judiciary,"An Act to amend the Omnibus Crime Control and Safe Streets Act of 1968, and for other purposes",nan
Not Voting,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,1970-10-08,0,,unknown,hr17825,None,House Judiciary,"An Act to amend the Omnibus Crime Control and Safe Streets Act of 1968, and for other purposes",nan
Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,Nay,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,1970-10-08,0,,unknown,hr17825,None,House Judiciary,"An Act to amend the Omnibus Crime Control and Safe Streets Act of 1968, and for other purposes",nan
Not Voting,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,1970-10-08,0,,unknown,hr17825,None,House Judiciary,"An Act to amend the Omnibus Crime Control and Safe Streets Act of 1968, and for other purposes",nan
Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,1970-10-12,0,,unknown,hjres264,,,,
